105.0,187.0,283,12.083045959472656
145.0,213.0,291,15.033295631408691
155.0,219.0,293,15.81138801574707
163.0,223.0,294,13.928386688232422
167.0,227.0,295,16.031219482421875
173.0,231.0,296,16.124515533447266
181.0,235.0,298,17.029386520385742
193.0,241.0,300,16.999998092651367
199.0,245.0,301,15.81138801574707
233.0,261.0,307,16.40121841430664
239.0,265.0,308,16.031219482421875
251.0,271.0,310,16.40121841430664
273.0,281.0,314,14.56021785736084
279.0,281.0,315,15.264338493347168
285.0,283.0,316,15.264338493347168
289.0,285.0,317,16.124515533447266
297.0,289.0,318,14.212668418884277
305.0,289.0,320,18.357559204101562
319.0,293.0,322,16.492420196533203
325.0,293.0,323,15.231546401977539
331.0,295.0,324,15.81138801574707
337.0,297.0,325,16.031219482421875
341.0,297.0,326,16.278820037841797
349.0,299.0,327,16.124515533447266
355.0,301.0,328,15.55634880065918
359.0,301.0,329,16.999998092651367
365.0,301.0,330,17.029386520385742
371.0,301.0,331,16.124515533447266
379.0,301.0,332,17.11724281311035
383.0,303.0,333,16.278820037841797
389.0,303.0,334,16.278820037841797
393.0,303.0,335,15.524174690246582
401.0,303.0,336,16.40121841430664
413.0,301.0,338,18.4390869140625
415.0,303.0,339,14.999999046325684
429.0,301.0,341,18.027755737304688
439.0,303.0,342,15.264338493347168
439.0,301.0,343,15.620497703552246
445.0,301.0,344,16.031219482421875
455.0,301.0,345,15.81138801574707
459.0,301.0,346,17.691802978515625
463.0,299.0,347,15.620497703552246
465.0,297.0,348,13.45362377166748
473.0,297.0,349,14.999999046325684
481.0,295.0,350,16.492420196533203
499.0,295.0,352,15.264338493347168
