105.0,187.0,283
145.0,213.0,291
155.0,219.0,293
163.0,223.0,294
167.0,227.0,295
173.0,231.0,296
181.0,235.0,298
193.0,241.0,300
199.0,245.0,301
233.0,261.0,307
239.0,265.0,308
251.0,271.0,310
273.0,281.0,314
279.0,281.0,315
285.0,283.0,316
289.0,285.0,317
297.0,289.0,318
305.0,289.0,320
319.0,293.0,322
325.0,293.0,323
331.0,295.0,324
337.0,297.0,325
341.0,297.0,326
349.0,299.0,327
355.0,301.0,328
359.0,301.0,329
365.0,301.0,330
371.0,301.0,331
379.0,301.0,332
383.0,303.0,333
389.0,303.0,334
393.0,303.0,335
401.0,303.0,336
413.0,301.0,338
415.0,303.0,339
429.0,301.0,341
439.0,303.0,342
439.0,301.0,343
445.0,301.0,344
455.0,301.0,345
459.0,301.0,346
463.0,299.0,347
465.0,297.0,348
473.0,297.0,349
481.0,295.0,350
499.0,295.0,352
